target,target_label,feature,rho,abs_rho,p_value,n,p_adjusted,significant_bh
ph,pH (KCl),l8_SAVI_spring,-0.48181275125506146,0.48181275125506146,3.797345166255025e-64,1085,4.8606018128064315e-63,True
ph,pH (KCl),l8_SAVI_summer,-0.1922284923233456,0.1922284923233456,1.722836616476004e-10,1085,2.882654730835667e-10,True
ph,pH (KCl),l8_SR_B2_autumn,0.0016171884043635284,0.0016171884043635284,0.9605290450548929,939,0.9624087496440414,False
ph,pH (KCl),l8_SR_B2_late_summer,0.06409673178563588,0.06409673178563588,0.03476876442992611,1085,0.03878345836192194,True
ph,pH (KCl),l8_SR_B2_spring,0.5576726450781969,0.5576726450781969,1.079914377728804e-89,1085,3.9494011528367687e-88,True
ph,pH (KCl),l8_SR_B2_summer,0.2698074101004776,0.2698074101004776,1.4925471887915315e-19,1085,3.6739623108714624e-19,True
ph,pH (KCl),l8_SR_B3_autumn,0.08204435173542088,0.08204435173542088,0.011903711040003194,939,0.01388314362752081,True
ph,pH (KCl),l8_SR_B3_late_summer,0.19122509706579793,0.19122509706579793,2.1495665200583191e-10,1085,3.57330538399305e-10,True
ph,pH (KCl),l8_SR_B3_spring,0.43897169267682784,0.43897169267682784,2.5175444558300638e-52,1085,2.2613732655877066e-51,True
ph,pH (KCl),l8_SR_B3_summer,0.34075281046060757,0.34075281046060757,6.653770786849125e-31,1085,2.5235041799012976e-30,True
ph,pH (KCl),l8_SR_B4_autumn,0.08346888956020808,0.08346888956020808,0.010503250012994618,939,0.012334091758379,True
ph,pH (KCl),l8_SR_B4_late_summer,0.16199548792128204,0.16199548792128204,8.079261823967123e-08,1085,1.1818805868203335e-07,True
ph,pH (KCl),l8_SR_B4_spring,0.36703608441291546,0.36703608441291546,6.149554697861262e-36,1085,2.539170972020134e-35,True
ph,pH (KCl),l8_SR_B4_summer,0.30154416930196487,0.30154416930196487,3.033899120494972e-24,1085,8.677968434041484e-24,True
ph,pH (KCl),l8_SR_B5_autumn,-0.06343021518485355,0.06343021518485355,0.05200809721015142,939,0.05751219389113937,False
ph,pH (KCl),l8_SR_B5_late_summer,-0.22821493055432288,0.22821493055432288,2.7576378544526e-14,1085,5.451392206485449e-14,True
ph,pH (KCl),l8_SR_B5_spring,0.17295260717903774,0.17295260717903774,9.829891768355904e-09,1085,1.4716095278942172e-08,True
ph,pH (KCl),l8_SR_B5_summer,-0.11899375507788211,0.11899375507788211,8.529106949141719e-05,1085,0.00011055450020153316,True
ph,pH (KCl),l8_SR_B6_autumn,-0.1861562717963743,0.1861562717963743,9.077856035201734e-09,939,1.3670183205950846e-08,True
ph,pH (KCl),l8_SR_B6_late_summer,-0.15878995090132783,0.15878995090132783,1.4578944643473536e-07,1085,2.1266152870251995e-07,True
ph,pH (KCl),l8_SR_B6_spring,-0.4019093995408428,0.4019093995408428,2.2208216797995996e-43,1085,1.2921144318834035e-42,True
ph,pH (KCl),l8_SR_B6_summer,0.12423733767972947,0.12423733767972947,4.0697127313294517e-05,1085,5.2885607067022315e-05,True
ph,pH (KCl),l8_SR_B7_autumn,-0.2727871231496509,0.2727871231496509,1.7421155403094123e-17,939,3.9121191080632417e-17,True
ph,pH (KCl),l8_SR_B7_late_summer,-0.1077251518457599,0.1077251518457599,0.0003784773315526801,1085,0.00047263510671944443,True
ph,pH (KCl),l8_SR_B7_spring,-0.38138377899306297,0.38138377899306297,6.850152026115957e-39,1085,3.0235153770442846e-38,True
ph,pH (KCl),l8_SR_B7_summer,0.13752136881327143,0.13752136881327143,5.460817804686818e-06,1085,7.515964290321642e-06,True
ph,pH (KCl),spectral_B11_autumn,0.01599272663663719,0.01599272663663719,0.6129316094398746,1003,0.6240969144449612,False
ph,pH (KCl),spectral_B11_late_summer,-0.14229026331817077,0.14229026331817077,2.5323693579645213e-06,1085,3.532896760975027e-06,True
ph,pH (KCl),spectral_B11_spring,-0.11730280970926459,0.11730280970926459,0.0001075919547661354,1085,0.00013806285924877523,True
ph,pH (KCl),spectral_B11_summer,0.27586365747825087,0.27586365747825087,2.1126482543480334e-20,1085,5.35483121894155e-20,True
ph,pH (KCl),spectral_B11_B8_autumn,-0.13488143539679937,0.13488143539679937,1.8192568274292164e-05,1003,2.4131075016677687e-05,True
ph,pH (KCl),spectral_B11_B8_late_summer,-0.06969047780497996,0.06969047780497996,0.021692825483258512,1085,0.02473658496086494,True
ph,pH (KCl),spectral_B11_B8_spring,-0.423467258552634,0.423467258552634,1.9043092764430113e-48,1085,1.3541754854705858e-47,True
ph,pH (KCl),spectral_B11_B8_summer,0.19305820059764156,0.19305820059764156,1.4334457380202071e-10,1085,2.414224400876138e-10,True
ph,pH (KCl),spectral_B12_autumn,-0.006850441865680336,0.006850441865680336,0.8284525140573618,1003,0.831701347445822,False
ph,pH (KCl),spectral_B12_late_summer,-0.07733224251949775,0.07733224251949775,0.010829486718055755,1085,0.012659126026585723,True
ph,pH (KCl),spectral_B12_spring,-0.10481162928181804,0.10481162928181804,0.0005442531764153235,1085,0.0006763534619530233,True
ph,pH (KCl),spectral_B12_summer,0.2525877562481765,0.2525877562481765,2.967552166381738e-17,1085,6.520973000804507e-17,True
ph,pH (KCl),spectral_B2_autumn,0.19207983592182332,0.19207983592182332,8.634065656121411e-10,1003,1.364395560473507e-09,True
ph,pH (KCl),spectral_B2_late_summer,0.3950806488736105,0.3950806488736105,7.506111413754588e-42,1085,3.9619887049921123e-41,True
ph,pH (KCl),spectral_B2_spring,0.32688097450845094,0.32688097450845094,1.959330320743828e-28,1085,6.824334178373061e-28,True
ph,pH (KCl),spectral_B2_summer,0.5750730610187225,0.5750730610187225,1.5649543180102372e-96,1085,6.677138423510345e-95,True
ph,pH (KCl),spectral_B3_autumn,0.21148406365359115,0.21148406365359115,1.3233950835740894e-11,1003,2.2968755348811315e-11,True
ph,pH (KCl),spectral_B3_late_summer,0.3849737929816494,0.3849737929816494,1.1839195170481474e-39,1085,5.612655488228254e-39,True
ph,pH (KCl),spectral_B3_spring,0.34258954830254396,0.34258954830254396,3.0661211276854934e-31,1085,1.1803413664473478e-30,True
ph,pH (KCl),spectral_B3_summer,0.5998225947533997,0.5998225947533997,5.375893182731624e-107,1085,4.587428849264319e-105,True
ph,pH (KCl),spectral_B3_B4_autumn,0.3714256798654542,0.3714256798654542,3.6416490714568963e-34,1003,1.4566596285827585e-33,True
ph,pH (KCl),spectral_B3_B4_late_summer,0.19470737499960844,0.19470737499960844,9.921696750885342e-11,1085,1.6765375367832657e-10,True
ph,pH (KCl),spectral_B3_B4_spring,0.2331533915844078,0.2331533915844078,7.338267002803266e-15,1085,1.4676534005606532e-14,True
ph,pH (KCl),spectral_B3_B4_summer,-0.3136284957943508,0.3136284957943508,3.421669134643467e-26,1085,1.1018205012185252e-25,True
ph,pH (KCl),spectral_B4_autumn,0.07858098406722583,0.07858098406722583,0.01279515278342584,1003,0.014888905057077342,True
ph,pH (KCl),spectral_B4_late_summer,0.25266234456297654,0.25266234456297654,2.902731551241182e-17,1085,6.43375997504539e-17,True
ph,pH (KCl),spectral_B4_spring,0.33152317318760977,0.33152317318760977,3.019446305869771e-29,1085,1.104254649003802e-28,True
ph,pH (KCl),spectral_B4_summer,0.544910925663468,0.544910925663468,6.275931497014275e-85,1085,1.69119838235332e-83,True
ph,pH (KCl),spectral_B5_autumn,0.11862307239853698,0.11862307239853698,0.000166262053564739,1003,0.00021228471677093856,True
ph,pH (KCl),spectral_B5_late_summer,0.18747108129436274,0.18747108129436274,4.867708714900005e-10,1085,7.886920449458235e-10,True
ph,pH (KCl),spectral_B5_spring,0.30341501774005775,0.30341501774005775,1.5360270678294022e-24,1085,4.4684423791400795e-24,True
ph,pH (KCl),spectral_B5_summer,0.5061085484544813,0.5061085484544813,1.229593523875528e-71,1085,1.8516231888949127e-70,True
ph,pH (KCl),spectral_B6_autumn,0.13274488493097306,0.13274488493097306,2.4703822257384607e-05,1003,3.244861099537219e-05,True
ph,pH (KCl),spectral_B6_late_summer,-0.017005866741064777,0.017005866741064777,0.5757818001230335,1085,0.5884237158941978,False
ph,pH (KCl),spectral_B6_spring,0.22678847328267746,0.22678847328267746,4.0191813030313374e-14,1085,7.765361611894509e-14,True
ph,pH (KCl),spectral_B6_summer,-0.045588351574438815,0.045588351574438815,0.13343331314510598,1085,0.14413049858711868,False
ph,pH (KCl),spectral_B7_autumn,0.1157204683000419,0.1157204683000419,0.0002400366557127233,1003,0.0003027063244456018,True
ph,pH (KCl),spectral_B7_late_summer,-0.06129434359240099,0.06129434359240099,0.04353234666924464,1085,0.04824363959881657,True
ph,pH (KCl),spectral_B7_spring,0.20747723149303857,0.20747723149303857,5.144991633345136e-12,1085,9.021355192714759e-12,True
ph,pH (KCl),spectral_B7_summer,-0.11733830323120956,0.11733830323120956,0.0001070720465094483,1085,0.00013806285924877523,True
ph,pH (KCl),spectral_B8_autumn,0.07460004551204318,0.07460004551204318,0.018130429425168192,1003,0.020860179473451944,True
ph,pH (KCl),spectral_B8_late_summer,-0.06760853258909608,0.06760853258909608,0.025949832126992357,1085,0.029265008918546446,True
ph,pH (KCl),spectral_B8_spring,0.18252648441606936,0.18252648441606936,1.3927318035440216e-09,1085,2.1731233348531148e-09,True
ph,pH (KCl),spectral_B8_summer,-0.1117573811346214,0.1117573811346214,0.00022555237751417694,1085,0.0002858485576417292,True
ph,pH (KCl),spectral_B8A_autumn,0.07474782563121542,0.07474782563121542,0.017902060815242565,1003,0.020643817877036473,True
ph,pH (KCl),spectral_B8A_late_summer,-0.09318836930335717,0.09318836930335717,0.0021212212021987902,1085,0.002549448956633288,True
ph,pH (KCl),spectral_B8A_spring,0.17902942852784268,0.17902942852784268,2.878995643757763e-09,1085,4.400136625683507e-09,True
ph,pH (KCl),spectral_B8A_summer,-0.13008138382703413,0.13008138382703413,1.7224514822391498e-05,1085,2.290636776380376e-05,True
ph,pH (KCl),spectral_B8_B4_autumn,0.05294481490550836,0.05294481490550836,0.09376637226298748,1003,0.10280167580010618,False
ph,pH (KCl),spectral_B8_B4_late_summer,-0.2055306950073514,0.2055306950073514,8.180894926629963e-12,1085,1.429562526428171e-11,True
ph,pH (KCl),spectral_B8_B4_spring,-0.4373544105258958,0.4373544105258958,6.532175338434888e-52,1085,5.766334091859764e-51,True
ph,pH (KCl),spectral_B8_B4_summer,-0.39414079268420416,0.39414079268420416,1.2107358302218375e-41,1085,6.261583283571523e-41,True
ph,pH (KCl),spectral_BSI_autumn,-0.25309197511692455,0.25309197511692455,4.0076207344399326e-16,1003,8.549590900138523e-16,True
ph,pH (KCl),spectral_BSI_late_summer,-0.1316649471321184,0.1316649471321184,1.3557292168461907e-05,1085,1.817103034097512e-05,True
ph,pH (KCl),spectral_BSI_spring,-0.4633502247095154,0.4633502247095154,7.601643222737648e-59,1085,7.784082660083351e-58,True
ph,pH (KCl),spectral_BSI_summer,0.22797781778012752,0.22797781778012752,2.936352663118525e-14,1085,5.760201392784233e-14,True
ph,pH (KCl),spectral_Cl_Red_Edge_autumn,0.11525931454714426,0.11525931454714426,0.0002542625180103111,1003,0.0003198584993151825,True
ph,pH (KCl),spectral_Cl_Red_Edge_late_summer,-0.156890070461442,0.156890070461442,2.0571729747716223e-07,1085,2.9753462233985045e-07,True
ph,pH (KCl),spectral_Cl_Red_Edge_spring,-0.4715987445738459,0.4715987445738459,3.5681994512067926e-61,1085,3.971561128299734e-60,True
ph,pH (KCl),spectral_Cl_Red_Edge_summer,-0.3962652262889908,0.3962652262889908,4.0997646989733634e-42,1085,2.2330633253982574e-41,True
ph,pH (KCl),spectral_EVI_autumn,0.19871193082514804,0.19871193082514804,2.1698702833216356e-10,1003,3.595383770422904e-10,True
ph,pH (KCl),spectral_EVI_late_summer,-0.08880002954411989,0.08880002954411989,0.003417788713956734,1085,0.004069553073362437,True
ph,pH (KCl),spectral_EVI_spring,-0.5161358743138929,0.5161358743138929,6.578009238818363e-75,1085,1.202835975098215e-73,True
ph,pH (KCl),spectral_EVI_summer,-0.40706241702313173,0.40706241702313173,1.4754350408682795e-44,1085,8.993127868149512e-44,True
ph,pH (KCl),spectral_GNDVI_autumn,-0.2189104222062723,0.2189104222062723,2.3921437353173265e-12,1003,4.282439134554095e-12,True
ph,pH (KCl),spectral_GNDVI_late_summer,-0.434291116627066,0.434291116627066,3.9196808251144324e-51,1085,3.2899616105878512e-50,True
ph,pH (KCl),spectral_GNDVI_spring,-0.5158386963056187,0.5158386963056187,8.253429266123685e-75,1085,1.4085852614184423e-73,True
ph,pH (KCl),spectral_GNDVI_summer,-0.3739630322509011,0.3739630322509011,2.4079419497956313e-37,1085,1.018897750657325e-36,True
ph,pH (KCl),spectral_NDRE_autumn,0.015525714707115813,0.015525714707115813,0.6233425916425022,1003,0.6332369184939705,False
ph,pH (KCl),spectral_NDRE_late_summer,-0.21777167442438536,0.21777167442438536,4.1006637541567433e-13,1085,7.525232409061837e-13,True
ph,pH (KCl),spectral_NDRE_spring,-0.5200608867351344,0.5200608867351344,3.2167598725570605e-76,1085,6.334542518266211e-75,True
ph,pH (KCl),spectral_NDRE_summer,-0.3873202215746222,0.3873202215746222,3.714273253270347e-40,1085,1.794064061956998e-39,True
ph,pH (KCl),spectral_NDVI_autumn,0.07438587272446841,0.07438587272446841,0.018465916354815703,1003,0.02115111671960993,True
ph,pH (KCl),spectral_NDVI_late_summer,-0.21828899250673325,0.21828899250673325,3.5988392416211014e-13,1085,6.676107578659434e-13,True
ph,pH (KCl),spectral_NDVI_spring,-0.48950321572482236,0.48950321572482236,1.8778755658190872e-66,1085,2.5301902360509806e-65,True
ph,pH (KCl),spectral_NDVI_summer,-0.38188838642985257,0.38188838642985257,5.359390829456142e-39,1085,2.3860940040709087e-38,True
ph,pH (KCl),spectral_PCA_1_autumn,0.2693552945745118,0.2693552945745118,3.929024327671781e-18,1003,9.227800255816293e-18,True
ph,pH (KCl),spectral_PCA_1_late_summer,0.3333827175053491,0.3333827175053491,1.4146084183598798e-29,1085,5.24840224782796e-29,True
ph,pH (KCl),spectral_PCA_1_spring,0.2971819686034602,0.2971819686034602,4.9400722430811305e-20,911,1.2338131651012383e-19,True
ph,pH (KCl),spectral_PCA_1_summer,0.44002756831609174,0.44002756831609174,1.3471785554138567e-52,1085,1.2317061078069547e-51,True
ph,pH (KCl),spectral_PCA_2_autumn,-0.14998232779503273,0.14998232779503273,1.8326366307959013e-06,1003,2.57777460155907e-06,True
ph,pH (KCl),spectral_PCA_2_late_summer,0.1352238901293534,0.1352238901293534,7.836784526236288e-06,1085,1.0671366163385584e-05,True
ph,pH (KCl),spectral_PCA_2_spring,-0.19345337272250018,0.19345337272250018,3.941320431372494e-09,911,5.970284203735849e-09,True
ph,pH (KCl),spectral_PCA_2_summer,0.12719011079267323,0.12719011079267323,2.6479574449858638e-05,1085,3.467402076298625e-05,True
ph,pH (KCl),spectral_PCA_3_autumn,-0.22636479968323345,0.22636479968323345,4.033248988129243e-13,1003,7.454958418491598e-13,True
ph,pH (KCl),spectral_PCA_3_late_summer,-0.3552425357671337,0.3552425357671337,1.2782900157455707e-33,1085,5.073523163269242e-33,True
ph,pH (KCl),spectral_PCA_3_spring,-0.19363978274194804,0.19363978274194804,3.8058155653876904e-09,911,5.79933800440029e-09,True
ph,pH (KCl),spectral_PCA_3_summer,-0.24892482006357272,0.24892482006357272,8.700954847018056e-17,1085,1.9037986673817286e-16,True
ph,pH (KCl),spectral_PCA_4_autumn,0.26678308327730343,0.26678308327730343,8.342790515999208e-18,1003,1.9154747731800872e-17,True
ph,pH (KCl),spectral_PCA_4_late_summer,0.2668572706823803,0.2668572706823803,3.8002072936082884e-19,1085,9.221356086859923e-19,True
ph,pH (KCl),spectral_PCA_4_spring,0.2172106562475966,0.2172106562475966,3.442331108086527e-11,911,5.934254300809096e-11,True
ph,pH (KCl),spectral_PCA_4_summer,-0.06662411598204586,0.06662411598204586,0.0282021276760301,1085,0.03159625682741228,True
ph,pH (KCl),spectral_PCA_5_autumn,-0.2870210650988078,0.2870210650988078,1.7844843306000448e-20,1003,4.5682798863361145e-20,True
ph,pH (KCl),spectral_PCA_5_late_summer,0.16960326003672435,0.16960326003672435,1.8991117087309283e-08,1085,2.8265848688088235e-08,True
ph,pH (KCl),spectral_PCA_5_spring,-0.3995715822893567,0.3995715822893567,3.0470753700849205e-36,911,1.2683760890109587e-35,True
ph,pH (KCl),spectral_PCA_5_summer,-0.02235493873326721,0.02235493873326721,0.46197414867826064,1085,0.4797784262135283,False
ph,pH (KCl),spectral_SAVI_autumn,0.07452934729282952,0.07452934729282952,0.01824057925048491,1003,0.020939857794278642,True
ph,pH (KCl),spectral_SAVI_late_summer,-0.21828899250673325,0.21828899250673325,3.5988392416211014e-13,1085,6.676107578659434e-13,True
ph,pH (KCl),spectral_SAVI_spring,-0.48950321572482236,0.48950321572482236,1.8778755658190872e-66,1085,2.5301902360509806e-65,True
ph,pH (KCl),spectral_SAVI_summer,-0.38188838642985257,0.38188838642985257,5.359390829456142e-39,1085,2.3860940040709087e-38,True
ph,pH (KCl),glcm_glcm_nir_asm_autumn,-0.4138033712634067,0.4138033712634067,9.080930051242886e-43,1003,5.1660402069292866e-42,True
ph,pH (KCl),glcm_glcm_nir_asm_late_summer,-0.37194864744367684,0.37194864744367684,6.228878252681256e-37,1085,2.614086610961314e-36,True
ph,pH (KCl),glcm_glcm_nir_asm_spring,-0.4011146467218028,0.4011146467218028,3.3596733854335406e-43,1085,1.93275592510334e-42,True
